DOCID;DOCPOS;DOCTIME;ITEMID;SALES_VALUE;SALES_QUANTITY;PURCHASE_VALUE;PURCHASE_QUANTITY;CURRENCY;UNIT
0000001816;0001;2020-04-14 02:07:10.000;ITM0000005;2.89;1;0;0;EUR;KG
0000001817;0001;2020-04-14 02:17:10.000;ITM0000001;14.95;5;0;0;EUR;KG
0000001818;0001;2020-04-14 02:27:10.000;ITM0000003;10.43;7;0;0;EUR;KG
0000001819;0001;2020-04-14 02:37:10.000;ITM0000003;5.96;4;0;0;EUR;KG
0000001820;0001;2020-04-14 02:47:10.000;ITM0000016;3.59;1;0;0;EUR;KG
0000001820;0002;2020-04-14 02:47:10.000;ITM0000018;87.43;7;0;0;EUR;KG
0000001821;0001;2020-04-14 02:57:10.000;ITM0000006;8.01;9;0;0;EUR;PKG
0000001822;0001;2020-04-14 03:07:10.000;ITM0000009;4.78;2;0;0;EUR;PKG
0000001822;0002;2020-04-14 03:07:10.000;ITM0000017;13.77;3;0;0;EUR;KG
0000001823;0001;2020-04-14 03:17:10.000;ITM0000006;3.56;4;0;0;EUR;PKG
0000001823;0002;2020-04-14 03:17:10.000;ITM0000017;32.13;7;0;0;EUR;KG
0000001824;0001;2020-04-14 03:27:10.000;ITM0000008;12.95;5;0;0;EUR;PKG
0000001824;0002;2020-04-14 03:27:10.000;ITM0000017;18.36;4;0;0;EUR;KG
0000001825;0001;2020-04-14 03:37:10.000;ITM0000015;16.03;7;0;0;EUR;L
0000001825;0002;2020-04-14 03:37:10.000;ITM0000017;18.36;4;0;0;EUR;KG
0000001826;0001;2020-04-14 03:47:10.000;ITM0000012;0.54;1;0;0;EUR;L
0000001827;0001;2020-04-14 03:57:10.000;ITM0000019;27.93;7;0;0;EUR;KG
0000001827;0002;2020-04-14 03:57:10.000;ITM0000012;3.24;6;0;0;EUR;L
0000001828;0001;2020-04-14 04:07:10.000;ITM0000019;19.95;5;0;0;EUR;KG
0000001828;0002;2020-04-14 04:07:10.000;ITM0000015;6.87;3;0;0;EUR;L
0000001829;0001;2020-04-14 04:17:10.000;ITM0000016;21.54;6;0;0;EUR;KG
0000001829;0002;2020-04-14 04:17:10.000;ITM0000008;20.72;8;0;0;EUR;PKG
0000001830;0001;2020-04-14 04:27:10.000;ITM0000018;74.94;6;0;0;EUR;KG
0000001830;0002;2020-04-14 04:27:10.000;ITM0000001;2.99;1;0;0;EUR;KG
0000001831;0001;2020-04-14 04:37:10.000;ITM0000016;28.72;8;0;0;EUR;KG
0000001832;0001;2020-04-14 04:47:10.000;ITM0000001;20.93;7;0;0;EUR;KG
0000001833;0001;2020-04-14 04:57:10.000;ITM0000020;7.89;1;0;0;EUR;KG
0000001834;0001;2020-04-14 05:07:10.000;ITM0000018;74.94;6;0;0;EUR;KG
0000001834;0002;2020-04-14 05:07:10.000;ITM0000008;18.13;7;0;0;EUR;PKG
0000001835;0001;2020-04-14 05:17:10.000;ITM0000009;4.78;2;0;0;EUR;PKG
0000001835;0002;2020-04-14 05:17:10.000;ITM0000014;4.77;3;0;0;EUR;L
0000001836;0001;2020-04-14 05:27:10.000;ITM0000007;8.67;3;0;0;EUR;PKG
0000001837;0001;2020-04-14 05:37:10.000;ITM0000007;17.34;6;0;0;EUR;PKG
0000001838;0001;2020-04-14 05:47:10.000;ITM0000007;2.89;1;0;0;EUR;PKG
0000001839;0001;2020-04-14 05:57:10.000;ITM0000019;3.99;1;0;0;EUR;KG
0000001839;0002;2020-04-14 05:57:10.000;ITM0000020;39.45;5;0;0;EUR;KG
0000001840;0001;2020-04-14 06:07:10.000;ITM0000009;2.39;1;0;0;EUR;PKG
0000001841;0001;2020-04-14 06:17:10.000;ITM0000019;27.93;7;0;0;EUR;KG
0000001841;0002;2020-04-14 06:17:10.000;ITM0000009;11.95;5;0;0;EUR;PKG
0000001842;0001;2020-04-14 06:27:10.000;ITM0000009;11.95;5;0;0;EUR;PKG
0000001843;0001;2020-04-14 06:37:10.000;ITM0000005;2.89;1;0;0;EUR;KG
0000001844;0001;2020-04-14 06:47:10.000;ITM0000005;2.89;1;0;0;EUR;KG
0000001844;0002;2020-04-14 06:47:10.000;ITM0000020;15.78;2;0;0;EUR;KG
0000001845;0001;2020-04-14 06:57:10.000;ITM0000016;17.95;5;0;0;EUR;KG
0000001846;0001;2020-04-14 07:07:10.000;ITM0000016;28.72;8;0;0;EUR;KG
0000001847;0001;2020-04-14 07:17:10.000;ITM0000004;11.12;8;0;0;EUR;KG
0000001848;0001;2020-04-14 07:27:10.000;ITM0000013;11.61;9;0;0;EUR;L
0000001848;0002;2020-04-14 07:27:10.000;ITM0000013;9.03;7;0;0;EUR;L
0000001849;0001;2020-04-14 07:37:10.000;ITM0000018;112.41;9;0;0;EUR;KG
0000001850;0001;2020-04-14 07:47:10.000;ITM0000008;12.95;5;0;0;EUR;PKG
0000001850;0002;2020-04-14 07:47:10.000;ITM0000005;2.89;1;0;0;EUR;KG
0000001851;0001;2020-04-14 07:57:10.000;ITM0000005;14.45;5;0;0;EUR;KG
0000001852;0001;2020-04-14 08:07:10.000;ITM0000004;2.78;2;0;0;EUR;KG
0000001852;0002;2020-04-14 08:07:10.000;ITM0000019;7.98;2;0;0;EUR;KG
0000001853;0001;2020-04-14 08:17:10.000;ITM0000001;23.92;8;0;0;EUR;KG
0000001854;0001;2020-04-14 08:27:10.000;ITM0000018;112.41;9;0;0;EUR;KG
0000001854;0002;2020-04-14 08:27:10.000;ITM0000020;15.78;2;0;0;EUR;KG
0000001855;0001;2020-04-14 08:37:10.000;ITM0000013;9.03;7;0;0;EUR;L
0000001856;0001;2020-04-14 08:47:10.000;ITM0000009;11.95;5;0;0;EUR;PKG
0000001857;0001;2020-04-14 08:57:10.000;ITM0000016;10.77;3;0;0;EUR;KG
0000001858;0001;2020-04-14 09:07:10.000;ITM0000011;1.95;5;0;0;EUR;L
0000001858;0002;2020-04-14 09:07:10.000;ITM0000009;16.73;7;0;0;EUR;PKG
0000001859;0001;2020-04-14 09:17:10.000;ITM0000012;2.16;4;0;0;EUR;L
0000001859;0002;2020-04-14 09:17:10.000;ITM0000008;7.77;3;0;0;EUR;PKG
0000001860;0001;2020-04-14 09:27:10.000;ITM0000005;11.56;4;0;0;EUR;KG
0000001860;0002;2020-04-14 09:27:10.000;ITM0000013;5.16;4;0;0;EUR;L
0000001861;0001;2020-04-14 09:37:10.000;ITM0000016;32.31;9;0;0;EUR;KG
0000001862;0001;2020-04-14 09:47:10.000;ITM0000016;17.95;5;0;0;EUR;KG
0000001863;0001;2020-04-14 09:57:10.000;ITM0000014;6.36;4;0;0;EUR;L
0000001864;0001;2020-04-14 10:07:10.000;ITM0000019;11.97;3;0;0;EUR;KG
0000001865;0001;2020-04-14 10:17:10.000;ITM0000017;41.31;9;0;0;EUR;KG
0000001865;0002;2020-04-14 10:17:10.000;ITM0000012;1.08;2;0;0;EUR;L
0000001866;0001;2020-04-14 10:27:10.000;ITM0000013;10.32;8;0;0;EUR;L
0000001867;0001;2020-04-14 10:37:10.000;ITM0000017;36.72;8;0;0;EUR;KG
0000001867;0002;2020-04-14 10:37:10.000;ITM0000015;18.32;8;0;0;EUR;L
0000001868;0001;2020-04-14 10:47:10.000;ITM0000013;6.45;5;0;0;EUR;L
0000001869;0001;2020-04-14 10:57:10.000;ITM0000018;99.92;8;0;0;EUR;KG
0000001869;0002;2020-04-14 10:57:10.000;ITM0000017;4.59;1;0;0;EUR;KG
0000001870;0001;2020-04-14 11:07:10.000;ITM0000004;11.12;8;0;0;EUR;KG
0000001870;0002;2020-04-14 11:07:10.000;ITM0000019;15.96;4;0;0;EUR;KG
0000001871;0001;2020-04-14 11:17:10.000;ITM0000019;11.97;3;0;0;EUR;KG
0000001871;0002;2020-04-14 11:17:10.000;ITM0000008;23.31;9;0;0;EUR;PKG
0000001872;0001;2020-04-14 11:27:10.000;ITM0000018;74.94;6;0;0;EUR;KG
0000001873;0001;2020-04-14 11:37:10.000;ITM0000009;9.56;4;0;0;EUR;PKG
0000001873;0002;2020-04-14 11:37:10.000;ITM0000006;1.78;2;0;0;EUR;PKG
0000001874;0001;2020-04-14 11:47:10.000;ITM0000011;3.51;9;0;0;EUR;L
0000001874;0002;2020-04-14 11:47:10.000;ITM0000015;18.32;8;0;0;EUR;L
0000001875;0001;2020-04-14 11:57:10.000;ITM0000013;2.58;2;0;0;EUR;L
0000001876;0001;2020-04-14 12:07:10.000;ITM0000017;13.77;3;0;0;EUR;KG
0000001876;0002;2020-04-14 12:07:10.000;ITM0000020;55.23;7;0;0;EUR;KG
0000001877;0001;2020-04-14 12:17:10.000;ITM0000003;4.47;3;0;0;EUR;KG
0000001877;0002;2020-04-14 12:17:10.000;ITM0000011;2.73;7;0;0;EUR;L
0000001878;0001;2020-04-14 12:27:10.000;ITM0000020;55.23;7;0;0;EUR;KG
0000001878;0002;2020-04-14 12:27:10.000;ITM0000015;4.58;2;0;0;EUR;L
0000001879;0001;2020-04-14 12:37:10.000;ITM0000013;10.32;8;0;0;EUR;L
0000001880;0001;2020-04-14 12:47:10.000;ITM0000015;20.61;9;0;0;EUR;L
0000001881;0001;2020-04-14 12:57:10.000;ITM0000019;15.96;4;0;0;EUR;KG
0000001881;0002;2020-04-14 12:57:10.000;ITM0000001;23.92;8;0;0;EUR;KG
0000001882;0001;2020-04-14 13:07:10.000;ITM0000011;2.34;6;0;0;EUR;L
0000001883;0001;2020-04-14 13:17:10.000;ITM0000019;11.97;3;0;0;EUR;KG
0000001883;0002;2020-04-14 13:17:10.000;ITM0000019;11.97;3;0;0;EUR;KG
0000001884;0001;2020-04-14 13:27:10.000;ITM0000007;23.12;8;0;0;EUR;PKG
0000001884;0002;2020-04-14 13:27:10.000;ITM0000001;26.91;9;0;0;EUR;KG
0000001885;0001;2020-04-14 13:37:10.000;ITM0000020;47.34;6;0;0;EUR;KG
0000001885;0002;2020-04-14 13:37:10.000;ITM0000015;13.74;6;0;0;EUR;L
0000001886;0001;2020-04-14 13:47:10.000;ITM0000004;2.78;2;0;0;EUR;KG
0000001886;0002;2020-04-14 13:47:10.000;ITM0000020;39.45;5;0;0;EUR;KG
0000001887;0001;2020-04-14 13:57:10.000;ITM0000014;9.54;6;0;0;EUR;L
0000001888;0001;2020-04-14 14:07:10.000;ITM0000006;0.89;1;0;0;EUR;PKG
0000001888;0002;2020-04-14 14:07:10.000;ITM0000008;2.59;1;0;0;EUR;PKG
0000001889;0001;2020-04-14 14:17:10.000;ITM0000011;1.95;5;0;0;EUR;L
0000001889;0002;2020-04-14 14:17:10.000;ITM0000005;17.34;6;0;0;EUR;KG
0000001890;0001;2020-04-14 14:27:10.000;ITM0000007;8.67;3;0;0;EUR;PKG
0000001890;0002;2020-04-14 14:27:10.000;ITM0000007;23.12;8;0;0;EUR;PKG
0000001891;0001;2020-04-14 14:37:10.000;ITM0000014;11.13;7;0;0;EUR;L
0000001891;0002;2020-04-14 14:37:10.000;ITM0000014;7.95;5;0;0;EUR;L
0000001892;0001;2020-04-14 14:47:10.000;ITM0000019;23.94;6;0;0;EUR;KG
0000001893;0001;2020-04-14 14:57:10.000;ITM0000016;7.18;2;0;0;EUR;KG
0000001894;0001;2020-04-14 15:07:10.000;ITM0000013;11.61;9;0;0;EUR;L
0000001895;0001;2020-04-14 15:17:10.000;ITM0000008;10.36;4;0;0;EUR;PKG
0000001896;0001;2020-04-14 15:27:10.000;ITM0000013;9.03;7;0;0;EUR;L
0000001896;0002;2020-04-14 15:27:10.000;ITM0000008;5.18;2;0;0;EUR;PKG
0000001897;0001;2020-04-14 15:37:10.000;ITM0000006;1.78;2;0;0;EUR;PKG
0000001897;0002;2020-04-14 15:37:10.000;ITM0000015;16.03;7;0;0;EUR;L
0000001898;0001;2020-04-14 15:47:10.000;ITM0000013;10.32;8;0;0;EUR;L
0000001898;0002;2020-04-14 15:47:10.000;ITM0000015;20.61;9;0;0;EUR;L
0000001899;0001;2020-04-14 15:57:10.000;ITM0000017;36.72;8;0;0;EUR;KG
0000001899;0002;2020-04-14 15:57:10.000;ITM0000009;9.56;4;0;0;EUR;PKG
0000001900;0001;2020-04-14 16:07:10.000;ITM0000020;31.56;4;0;0;EUR;KG
0000001901;0001;2020-04-14 16:17:10.000;ITM0000001;14.95;5;0;0;EUR;KG
0000001901;0002;2020-04-14 16:17:10.000;ITM0000004;2.78;2;0;0;EUR;KG
0000001902;0001;2020-04-14 16:27:10.000;ITM0000020;7.89;1;0;0;EUR;KG
0000001903;0001;2020-04-14 16:37:10.000;ITM0000017;13.77;3;0;0;EUR;KG
0000001904;0001;2020-04-14 16:47:10.000;ITM0000008;15.54;6;0;0;EUR;PKG
0000001904;0002;2020-04-14 16:47:10.000;ITM0000004;4.17;3;0;0;EUR;KG
0000001905;0001;2020-04-14 16:57:10.000;ITM0000014;9.54;6;0;0;EUR;L
0000001906;0001;2020-04-14 17:07:10.000;ITM0000020;31.56;4;0;0;EUR;KG
0000001906;0002;2020-04-14 17:07:10.000;ITM0000015;16.03;7;0;0;EUR;L
0000001907;0001;2020-04-14 17:17:10.000;ITM0000014;14.31;9;0;0;EUR;L
0000001907;0002;2020-04-14 17:17:10.000;ITM0000013;11.61;9;0;0;EUR;L
0000001908;0001;2020-04-14 17:27:10.000;ITM0000001;17.94;6;0;0;EUR;KG
0000001908;0002;2020-04-14 17:27:10.000;ITM0000009;19.12;8;0;0;EUR;PKG
0000001909;0001;2020-04-14 17:37:10.000;ITM0000001;5.98;2;0;0;EUR;KG
0000001909;0002;2020-04-14 17:37:10.000;ITM0000014;9.54;6;0;0;EUR;L
0000001910;0001;2020-04-14 17:47:10.000;ITM0000020;63.12;8;0;0;EUR;KG
0000001910;0002;2020-04-14 17:47:10.000;ITM0000008;5.18;2;0;0;EUR;PKG
0000001911;0001;2020-04-14 17:57:10.000;ITM0000020;23.67;3;0;0;EUR;KG
0000001911;0002;2020-04-14 17:57:10.000;ITM0000015;6.87;3;0;0;EUR;L
0000001912;0001;2020-04-14 18:07:10.000;ITM0000004;2.78;2;0;0;EUR;KG
0000001913;0001;2020-04-14 18:17:10.000;ITM0000014;7.95;5;0;0;EUR;L
0000001913;0002;2020-04-14 18:17:10.000;ITM0000007;8.67;3;0;0;EUR;PKG
0000001914;0001;2020-04-14 18:27:10.000;ITM0000003;1.49;1;0;0;EUR;KG
0000001915;0001;2020-04-14 18:37:10.000;ITM0000009;2.39;1;0;0;EUR;PKG
0000001916;0001;2020-04-14 18:47:10.000;ITM0000018;24.98;2;0;0;EUR;KG
0000001916;0002;2020-04-14 18:47:10.000;ITM0000015;11.45;5;0;0;EUR;L
0000001917;0001;2020-04-14 18:57:10.000;ITM0000006;1.78;2;0;0;EUR;PKG
0000001917;0002;2020-04-14 18:57:10.000;ITM0000001;14.95;5;0;0;EUR;KG
0000001918;0001;2020-04-14 19:07:10.000;ITM0000007;17.34;6;0;0;EUR;PKG
0000001918;0002;2020-04-14 19:07:10.000;ITM0000019;31.92;8;0;0;EUR;KG
0000001919;0001;2020-04-14 19:17:10.000;ITM0000012;4.32;8;0;0;EUR;L
0000001919;0002;2020-04-14 19:17:10.000;ITM0000005;8.67;3;0;0;EUR;KG
0000001920;0001;2020-04-14 19:27:10.000;ITM0000019;23.94;6;0;0;EUR;KG
0000001920;0002;2020-04-14 19:27:10.000;ITM0000011;2.73;7;0;0;EUR;L
0000001921;0001;2020-04-14 19:37:10.000;ITM0000008;12.95;5;0;0;EUR;PKG
0000001922;0001;2020-04-14 19:47:10.000;ITM0000008;23.31;9;0;0;EUR;PKG
0000001922;0002;2020-04-14 19:47:10.000;ITM0000006;8.01;9;0;0;EUR;PKG
0000001923;0001;2020-04-14 19:57:10.000;ITM0000006;6.23;7;0;0;EUR;PKG
0000001924;0001;2020-04-14 20:07:10.000;ITM0000006;1.78;2;0;0;EUR;PKG
0000001925;0001;2020-04-14 20:17:10.000;ITM0000020;39.45;5;0;0;EUR;KG
0000001926;0001;2020-04-14 20:27:10.000;ITM0000014;14.31;9;0;0;EUR;L
0000001927;0001;2020-04-14 20:37:10.000;ITM0000017;13.77;3;0;0;EUR;KG
0000001927;0002;2020-04-14 20:37:10.000;ITM0000003;4.47;3;0;0;EUR;KG
0000001928;0001;2020-04-14 20:47:10.000;ITM0000020;31.56;4;0;0;EUR;KG
0000001928;0002;2020-04-14 20:47:10.000;ITM0000005;8.67;3;0;0;EUR;KG
0000001929;0001;2020-04-14 20:57:10.000;ITM0000016;28.72;8;0;0;EUR;KG
0000001929;0002;2020-04-14 20:57:10.000;ITM0000003;10.43;7;0;0;EUR;KG
0000001930;0001;2020-04-14 21:07:10.000;ITM0000009;7.17;3;0;0;EUR;PKG
0000001931;0001;2020-04-14 21:17:10.000;ITM0000004;5.56;4;0;0;EUR;KG
0000001931;0002;2020-04-14 21:17:10.000;ITM0000012;3.24;6;0;0;EUR;L
0000001932;0001;2020-04-14 21:27:10.000;ITM0000018;112.41;9;0;0;EUR;KG
0000001933;0001;2020-04-14 21:37:10.000;ITM0000006;6.23;7;0;0;EUR;PKG
0000001934;0001;2020-04-14 21:47:10.000;ITM0000007;20.23;7;0;0;EUR;PKG
0000001935;0001;2020-04-14 21:57:10.000;ITM0000019;7.98;2;0;0;EUR;KG
0000001935;0002;2020-04-14 21:57:10.000;ITM0000015;20.61;9;0;0;EUR;L
0000001936;0001;2020-04-14 22:07:10.000;ITM0000015;20.61;9;0;0;EUR;L
0000001936;0002;2020-04-14 22:07:10.000;ITM0000016;17.95;5;0;0;EUR;KG
0000001937;0001;2020-04-14 22:17:10.000;ITM0000007;14.45;5;0;0;EUR;PKG
0000001938;0001;2020-04-14 22:27:10.000;ITM0000014;1.59;1;0;0;EUR;L
0000001938;0002;2020-04-14 22:27:10.000;ITM0000007;11.56;4;0;0;EUR;PKG
0000001939;0001;2020-04-14 22:37:10.000;ITM0000013;9.03;7;0;0;EUR;L
0000001939;0002;2020-04-14 22:37:10.000;ITM0000009;7.17;3;0;0;EUR;PKG
0000001940;0001;2020-04-14 22:47:10.000;ITM0000004;8.34;6;0;0;EUR;KG
0000001940;0002;2020-04-14 22:47:10.000;ITM0000008;10.36;4;0;0;EUR;PKG
0000001941;0001;2020-04-14 22:57:10.000;ITM0000004;2.78;2;0;0;EUR;KG
0000001942;0001;2020-04-14 23:07:10.000;ITM0000006;0.89;1;0;0;EUR;PKG
0000001942;0002;2020-04-14 23:07:10.000;ITM0000018;37.47;3;0;0;EUR;KG
0000001943;0001;2020-04-14 23:17:10.000;ITM0000018;74.94;6;0;0;EUR;KG
0000001943;0002;2020-04-14 23:17:10.000;ITM0000005;17.34;6;0;0;EUR;KG
0000001944;0001;2020-04-14 23:27:10.000;ITM0000016;14.36;4;0;0;EUR;KG
0000001945;0001;2020-04-14 23:37:10.000;ITM0000020;39.45;5;0;0;EUR;KG
0000001946;0001;2020-04-14 23:47:10.000;ITM0000018;74.94;6;0;0;EUR;KG
0000001947;0001;2020-04-14 23:57:10.000;ITM0000014;12.72;8;0;0;EUR;L
0000001947;0002;2020-04-14 23:57:10.000;ITM0000018;24.98;2;0;0;EUR;KG
0000001948;0001;2020-04-15 00:07:10.000;ITM0000019;3.99;1;0;0;EUR;KG
0000001949;0001;2020-04-15 00:17:10.000;ITM0000019;27.93;7;0;0;EUR;KG
0000001949;0002;2020-04-15 00:17:10.000;ITM0000005;26.01;9;0;0;EUR;KG
0000001950;0001;2020-04-15 00:27:10.000;ITM0000007;8.67;3;0;0;EUR;PKG
0000001951;0001;2020-04-15 00:37:10.000;ITM0000004;12.51;9;0;0;EUR;KG
0000001951;0002;2020-04-15 00:37:10.000;ITM0000020;47.34;6;0;0;EUR;KG
0000001952;0001;2020-04-15 00:47:10.000;ITM0000001;23.92;8;0;0;EUR;KG
0000001953;0001;2020-04-15 00:57:10.000;ITM0000018;99.92;8;0;0;EUR;KG
0000001954;0001;2020-04-15 01:07:10.000;ITM0000012;1.62;3;0;0;EUR;L
0000001955;0001;2020-04-15 01:17:10.000;ITM0000004;1.39;1;0;0;EUR;KG
0000001956;0001;2020-04-15 01:27:10.000;ITM0000008;20.72;8;0;0;EUR;PKG
0000001957;0001;2020-04-15 01:37:10.000;ITM0000013;9.03;7;0;0;EUR;L
0000001957;0002;2020-04-15 01:37:10.000;ITM0000004;2.78;2;0;0;EUR;KG
0000001958;0001;2020-04-15 01:47:10.000;ITM0000014;4.77;3;0;0;EUR;L
0000001958;0002;2020-04-15 01:47:10.000;ITM0000008;5.18;2;0;0;EUR;PKG
0000001959;0001;2020-04-15 01:57:10.000;ITM0000001;5.98;2;0;0;EUR;KG
0000001960;0001;2020-04-15 02:07:10.000;ITM0000001;8.97;3;0;0;EUR;KG
0000001960;0002;2020-04-15 02:07:10.000;ITM0000020;39.45;5;0;0;EUR;KG
0000001961;0001;2020-04-15 02:17:10.000;ITM0000014;3.18;2;0;0;EUR;L
0000001962;0001;2020-04-15 02:27:10.000;ITM0000013;1.29;1;0;0;EUR;L
0000001962;0002;2020-04-15 02:27:10.000;ITM0000008;15.54;6;0;0;EUR;PKG
0000001963;0001;2020-04-15 02:37:10.000;ITM0000007;5.78;2;0;0;EUR;PKG
0000001963;0002;2020-04-15 02:37:10.000;ITM0000020;7.89;1;0;0;EUR;KG
0000001964;0001;2020-04-15 02:47:10.000;ITM0000018;99.92;8;0;0;EUR;KG
0000001965;0001;2020-04-15 02:57:10.000;ITM0000009;21.51;9;0;0;EUR;PKG
0000001966;0001;2020-04-15 03:07:10.000;ITM0000019;23.94;6;0;0;EUR;KG
0000001967;0001;2020-04-15 03:17:10.000;ITM0000011;0.39;1;0;0;EUR;L
0000001968;0001;2020-04-15 03:27:10.000;ITM0000003;4.47;3;0;0;EUR;KG
0000001969;0001;2020-04-15 03:37:10.000;ITM0000018;37.47;3;0;0;EUR;KG
0000001969;0002;2020-04-15 03:37:10.000;ITM0000018;74.94;6;0;0;EUR;KG
0000001970;0001;2020-04-15 03:47:10.000;ITM0000001;2.99;1;0;0;EUR;KG
0000001971;0001;2020-04-15 03:57:10.000;ITM0000004;2.78;2;0;0;EUR;KG
0000001972;0001;2020-04-15 04:07:10.000;ITM0000005;2.89;1;0;0;EUR;KG
0000001973;0001;2020-04-15 04:17:10.000;ITM0000007;17.34;6;0;0;EUR;PKG
0000001973;0002;2020-04-15 04:17:10.000;ITM0000008;20.72;8;0;0;EUR;PKG
0000001974;0001;2020-04-15 04:27:10.000;ITM0000015;4.58;2;0;0;EUR;L
0000001974;0002;2020-04-15 04:27:10.000;ITM0000005;23.12;8;0;0;EUR;KG
0000001975;0001;2020-04-15 04:37:10.000;ITM0000019;23.94;6;0;0;EUR;KG
0000001976;0001;2020-04-15 04:47:10.000;ITM0000011;3.51;9;0;0;EUR;L
0000001976;0002;2020-04-15 04:47:10.000;ITM0000011;1.56;4;0;0;EUR;L
0000001977;0001;2020-04-15 04:57:10.000;ITM0000019;7.98;2;0;0;EUR;KG
0000001977;0002;2020-04-15 04:57:10.000;ITM0000016;14.36;4;0;0;EUR;KG
0000001978;0001;2020-04-15 05:07:10.000;ITM0000005;2.89;1;0;0;EUR;KG
0000001978;0002;2020-04-15 05:07:10.000;ITM0000015;16.03;7;0;0;EUR;L
0000001979;0001;2020-04-15 05:17:10.000;ITM0000018;12.49;1;0;0;EUR;KG
0000001979;0002;2020-04-15 05:17:10.000;ITM0000020;15.78;2;0;0;EUR;KG
0000001980;0001;2020-04-15 05:27:10.000;ITM0000018;12.49;1;0;0;EUR;KG
0000001980;0002;2020-04-15 05:27:10.000;ITM0000020;31.56;4;0;0;EUR;KG
0000001981;0001;2020-04-15 05:37:10.000;ITM0000015;16.03;7;0;0;EUR;L
0000001981;0002;2020-04-15 05:37:10.000;ITM0000004;9.73;7;0;0;EUR;KG
0000001982;0001;2020-04-15 05:47:10.000;ITM0000013;3.87;3;0;0;EUR;L
0000001983;0001;2020-04-15 05:57:10.000;ITM0000018;12.49;1;0;0;EUR;KG
0000001983;0002;2020-04-15 05:57:10.000;ITM0000018;37.47;3;0;0;EUR;KG
0000001984;0001;2020-04-15 06:07:10.000;ITM0000018;24.98;2;0;0;EUR;KG
0000001984;0002;2020-04-15 06:07:10.000;ITM0000016;25.13;7;0;0;EUR;KG
0000001985;0001;2020-04-15 06:17:10.000;ITM0000018;12.49;1;0;0;EUR;KG
0000001985;0002;2020-04-15 06:17:10.000;ITM0000003;13.41;9;0;0;EUR;KG
0000001986;0001;2020-04-15 06:27:10.000;ITM0000008;23.31;9;0;0;EUR;PKG
0000001987;0001;2020-04-15 06:37:10.000;ITM0000014;9.54;6;0;0;EUR;L
0000001988;0001;2020-04-15 06:47:10.000;ITM0000009;16.73;7;0;0;EUR;PKG
0000001988;0002;2020-04-15 06:47:10.000;ITM0000014;4.77;3;0;0;EUR;L
0000001989;0001;2020-04-15 06:57:10.000;ITM0000001;23.92;8;0;0;EUR;KG
0000001990;0001;2020-04-15 07:07:10.000;ITM0000004;2.78;2;0;0;EUR;KG
0000001991;0001;2020-04-15 07:17:10.000;ITM0000004;4.17;3;0;0;EUR;KG
0000001991;0002;2020-04-15 07:17:10.000;ITM0000013;5.16;4;0;0;EUR;L
0000001992;0001;2020-04-15 07:27:10.000;ITM0000004;6.95;5;0;0;EUR;KG
0000001992;0002;2020-04-15 07:27:10.000;ITM0000009;7.17;3;0;0;EUR;PKG
0000001993;0001;2020-04-15 07:37:10.000;ITM0000020;71.01;9;0;0;EUR;KG
0000001994;0001;2020-04-15 07:47:10.000;ITM0000020;23.67;3;0;0;EUR;KG
0000001995;0001;2020-04-15 07:57:10.000;ITM0000001;5.98;2;0;0;EUR;KG
0000001996;0001;2020-04-15 08:07:10.000;ITM0000014;3.18;2;0;0;EUR;L
0000001997;0001;2020-04-15 08:17:10.000;ITM0000009;14.34;6;0;0;EUR;PKG
0000001998;0001;2020-04-15 08:27:10.000;ITM0000017;36.72;8;0;0;EUR;KG
0000001998;0002;2020-04-15 08:27:10.000;ITM0000006;3.56;4;0;0;EUR;PKG
0000001999;0001;2020-04-15 08:37:10.000;ITM0000012;1.62;3;0;0;EUR;L
0000002000;0001;2020-04-15 08:47:10.000;ITM0000018;87.43;7;0;0;EUR;KG
0000002001;0001;2020-04-15 08:57:10.000;ITM0000020;63.12;8;0;0;EUR;KG
0000002001;0002;2020-04-15 08:57:10.000;ITM0000005;11.56;4;0;0;EUR;KG
0000002002;0001;2020-04-15 09:07:10.000;ITM0000011;0.39;1;0;0;EUR;L
0000002002;0002;2020-04-15 09:07:10.000;ITM0000008;15.54;6;0;0;EUR;PKG
0000002003;0001;2020-04-15 09:17:10.000;ITM0000005;23.12;8;0;0;EUR;KG
0000002003;0002;2020-04-15 09:17:10.000;ITM0000015;20.61;9;0;0;EUR;L
0000002004;0001;2020-04-15 09:27:10.000;ITM0000005;2.89;1;0;0;EUR;KG
0000002004;0002;2020-04-15 09:27:10.000;ITM0000018;74.94;6;0;0;EUR;KG
0000002005;0001;2020-04-15 09:37:10.000;ITM0000012;1.62;3;0;0;EUR;L
0000002005;0002;2020-04-15 09:37:10.000;ITM0000014;9.54;6;0;0;EUR;L
0000002006;0001;2020-04-15 09:47:10.000;ITM0000014;11.13;7;0;0;EUR;L
0000002007;0001;2020-04-15 09:57:10.000;ITM0000014;14.31;9;0;0;EUR;L
0000002007;0002;2020-04-15 09:57:10.000;ITM0000011;1.95;5;0;0;EUR;L
0000002008;0001;2020-04-15 10:07:10.000;ITM0000014;7.95;5;0;0;EUR;L
0000002009;0001;2020-04-15 10:17:10.000;ITM0000018;12.49;1;0;0;EUR;KG
0000002009;0002;2020-04-15 10:17:10.000;ITM0000005;20.23;7;0;0;EUR;KG
0000002010;0001;2020-04-15 10:27:10.000;ITM0000013;3.87;3;0;0;EUR;L
